0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
RT @AapGhumaKeLeL0: Are you afraid that Hindus may start objecting to you doing a DeviI Dance BismiI BismiI in holiest Martand Sun Temple o…, are you afraid that hindus may start objecting to you doing a devii dance bismii bismii in holiest martand sun temple o…,-0.6,0.9,neutral,0.0,1.0,0.0,0.0,121,22
"@sunandavashisht For 10 years , the narrative  was that Indian army perpetrated the attack.
Only after David Headly… https://t.co/RGtIuQx58A","  for 10 years , the narrative  was that indian army perpetrated the attack.
only after david headly…  ",0.0,1.0,negative,0.171,0.829,0.0,-0.4767,103,17
@Classy_Babar @faizanK41818191 @DennisCricket_ @mohsinaliisb Ye le ye isse bhi latest qamar jawed bajwa aur shah me… https://t.co/0TkU46NvhC, _babar    _   ye le ye isse bhi latest qamar jawed bajwa aur shah me…  ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,72,14
"Jin jin ko jahannum raseed jaldi hona hai

Wo indian army aur indian air force mein jaldi naam likh-walay

They are… https://t.co/hvVQNTk3jy","jin jin ko jahannum raseed jaldi hona hai

wo indian army aur indian air force mein jaldi naam likh-walay

they are…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,21
Slogans of Indian army https://t.co/XDt6NcRxFX,slogans of indian army  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,24,4
"RT @__phoenix_fire_: There are zero Muslims in Indian Army. ZERO. just like there are zero hindus, Sikhs or Christian in Indian Army. Only…"," there are zero muslims in indian army. zero. just like there are zero hindus, sikhs or christian in indian army. only…",0.0,0.0,positive,0.0,0.889,0.111,0.3612,119,21
God-level trolling of Terroristan (Pakistan) by Indian Army Chief ??? https://t.co/ZaYWXsUqZ8,god-level trolling of terroristan (pakistan) by indian army chief ???  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,71,10
"RT @Boo_googie2: INDIAN ARMY Join!!!

If u don't have a premium account here's a sleep playlist.
https://t.co/V2sAzIsKvs https://t.co/ZFfYL…"," indian army join!!!

if u don't have a premium account here's a sleep playlist.
   ",0.0,0.0,positive,0.0,0.765,0.235,0.4724,84,14
Nonsense. She is not Gurkha. Those are Nepali soldiers who serve in indian army. She is not Nepali. https://t.co/41dgDpirmP,nonsense. she is not gurkha. those are nepali soldiers who serve in indian army. she is not nepali.  ,0.0,0.0,negative,0.137,0.863,0.0,-0.4019,101,18
"INDIAN ARMY Join!!!

If u don't have a premium account here's a sleep playlist.
https://t.co/V2sAzIsKvs https://t.co/ZFfYLc98EI","indian army join!!!

if u don't have a premium account here's a sleep playlist.
   ",0.0,0.0,positive,0.0,0.765,0.235,0.4724,83,14
RT @Abhinandan_Tea_: @DennisCricket_ One of the best days of my life was when the Pakistan army rescued me from local Kashmiri's - big less…,  _ one of the best days of my life was when the pakistan army rescued me from local kashmiri's - big less…,0.3333333333333333,0.13333333333333333,positive,0.0,0.72,0.28,0.7906,107,22
@AtharParvaiz Sir why they are normalised as 'political parties' obfuscating the fact they play a key role in maint… https://t.co/AVJOpOaWlf,  sir why they are normalised as 'political parties' obfuscating the fact they play a key role in maint…  ,0.0,0.55,positive,0.0,0.746,0.254,0.6249,106,18
"Is JK  POLICE AND ARMY strike on terrorists, or JK  POLICE AND indian army fighting @TV9Telugu https://t.co/KiiD6gPCFc","is jk  police and army strike on terrorists, or jk  police and indian army fighting    ",0.0,0.0,negative,0.37,0.457,0.174,-0.6486,87,15
This song justifies my love towards iKON and BTS equally ??? indian Army and iKONics can relate ??? https://t.co/vSOnd854yX,this song justifies my love towards ikon and bts equally ??? indian army and ikonics can relate ???  ,0.25,0.425,positive,0.0,0.802,0.198,0.6369,101,18
"RT @har_vchar_jruri: In 1984, when the Indian Army shelled Shri Darbar Sahib &amp; Shri Akal Takht Sahib and later hoisted the country's flag w…"," in 1984, when the indian army shelled shri darbar sahib &amp; shri akal takht sahib and later hoisted the country's flag w…",0.0,0.0,neutral,0.0,1.0,0.0,0.0,124,22
"@carin__fischer People are dying of Hunger and poverty while the Indian army is wasting resources on Missile tests,… https://t.co/YEV2dHkjnm"," __fischer people are dying of hunger and poverty while the indian army is wasting resources on missile tests,…  ",0.0,0.0,negative,0.348,0.652,0.0,-0.7906,113,18
I love indian army ? https://t.co/d0HlVJRtKT,i love indian army ?  ,0.5,0.6,positive,0.0,0.323,0.677,0.6369,22,5
"RT @mehboobalam71: @carin__fischer 800000 military person in Kashmir they didnt stop any attack , is Indian Army competent?","  __fischer 800000 military person in kashmir they didnt stop any attack , is indian army competent?",0.2,0.3833333333333333,positive,0.0,0.64,0.36,0.6948,100,16
Indian Army should clarify this! https://t.co/4xCoLiCTKE,indian army should clarify this!  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,34,5
Salute to my Indian Army! Jai Hind ???? https://t.co/Drq8fXbkq9,salute to my indian army! jai hind ????  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,8
"RT @thejinnieslamp: [#JinUpdate] Kmedia reports about #BTSJIN being featured on the Indian TV drama '30weds21' where ""JIN LOVE ARMY"" popped…"," [#jinupdate] kmedia reports about #btsjin being featured on the indian tv drama '30weds21' where ""jin love army"" popped…",0.5,0.6,positive,0.0,0.802,0.198,0.6369,121,18
RT @BasnetRahulIND: @InuPoland Hope #SHIBARMY #shiba #shibainu follows me as well as i am also trying to bring regualr updates to indian sh…,   hope #shibarmy #shiba #shibainu follows me as well as i am also trying to bring regualr updates to indian sh…,0.0,0.0,positive,0.0,0.773,0.227,0.6124,112,20
"@IndiaToday The Indian Army needs the world's modern weapons, it needs new modern aircraft, it needs new modern dro… https://t.co/JLO0LZPexk","  the indian army needs the world's modern weapons, it needs new modern aircraft, it needs new modern dro…  ",0.17454545454545456,0.3618181818181818,negative,0.146,0.854,0.0,-0.4404,108,18
Dear BTS I have always supported a lot of love from the Indian army and All armies???? and you Miss a lot salanghae… https://t.co/D2DPbQ61Uc,dear bts i have always supported a lot of love from the indian army and all armies???? and you miss a lot salanghae…  ,0.5,0.6,positive,0.06,0.599,0.341,0.8176,118,23
@imicharts @bts_bighit @BTS_twt Indian BTS army great work let's keep it up ?,   _bighit  _twt indian bts army great work let's keep it up ?,0.8,0.75,positive,0.0,0.709,0.291,0.6249,62,12
"RT @_Prince_khiladi: Everything change except the Akshay kumar 's love for Indian Army 
???

2001                            2021 https://t…"," everything change except the akshay kumar 's love for indian army 
???

2001                            2021  ",0.5,0.6,positive,0.0,0.756,0.244,0.6369,111,14
"@alok_ajay @VinaySr15926177 @AmitShah On the Indian side we have the power to tolerate , that our Bapuji has taught… https://t.co/KfMxqlkQBp"," _ajay     on the indian side we have the power to tolerate , that our bapuji has taught…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,91,17
"@adgpi @rajnathsingh India's famed Counter Insurgency &amp; Jungle Warfare School, Vairengte, Mizoram, imparts speciali… https://t.co/oLSe7J44Rs","    india's famed counter insurgency &amp; jungle warfare school, vairengte, mizoram, imparts speciali…  ",0.0,0.0,negative,0.167,0.833,0.0,-0.296,105,12
"https://t.co/uOgtL0Si06 ""Janab,there is a lot of difference in our armies. In the Indian Army, officers do Artiller… https://t.co/NqJL8Rye7b","  ""janab,there is a lot of difference in our armies. in the indian army, officers do artiller…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,96,16
@UsmanKhanSOS's account has been withheld in India in response to a legal demand. Learn more., 's account has been withheld in india in response to a legal demand. learn more.,0.35,0.35,neutral,0.1,0.8,0.1,0.0,81,15
"RT @love_for_nation: He was commissioned as Second Lieutenant into 2 RAJ RIF after passing out from OTA, Madras in 1993

Maj Acharya’s brot…"," he was commissioned as second lieutenant into 2 raj rif after passing out from ota, madras in 1993

maj acharya’s brot…",0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,21
@gizmoddict Support India &amp; Indian Army's game ???,  support india &amp; indian army's game ???,-0.4,0.4,positive,0.0,0.69,0.31,0.4019,44,7
"RT @LiveHIndia: A modified, Hindustani translation of Tagore’s poem was adopted by Subhas Chandra Bose as the anthem of his Indian National…"," a modified, hindustani translation of tagore’s poem was adopted by subhas chandra bose as the anthem of his indian national…",0.0,0.0,neutral,0.0,1.0,0.0,0.0,125,20
@Just_Acts's account has been withheld in India in response to a legal demand. Learn more., _acts's account has been withheld in india in response to a legal demand. learn more.,0.35,0.35,neutral,0.1,0.8,0.1,0.0,86,15
"#Indian Army For Awam
#mondaythoughts 
#CoronaVirusUpdates 
#COVID19 
#JammuAndKashmir 
#StayHomeStaySafe… https://t.co/8ZPdzsO4aW","#indian army for awam
#mondaythoughts 
#coronavirusupdates 
#covid19 
#jammuandkashmir 
#stayhomestaysafe…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,108,9
@rockhot10 @Jvlmk Koi nhi... balochistan aur wazirstan mein installment dee jaa rahi hai... aage bi tohfe dushman k… https://t.co/pwdpNb5gKv,    koi nhi... balochistan aur wazirstan mein installment dee jaa rahi hai... aage bi tohfe dushman k…  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,104,16
@My_Indian_Army Kaun kambakht bardaasht karne ko peeta hai... ?? https://t.co/oqSoU4riSG, _indian_army kaun kambakht bardaasht karne ko peeta hai... ??  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,64,9
"RT @Krishn_Bhakkt: Arrested Top LeT commander getting birthday Bash from Indian Army Boys.
@TheMeghdoot 
Don't miss the end where ""Dusara k…"," arrested top let commander getting birthday bash from indian army boys.
  
don't miss the end where ""dusara k…",0.5,0.5,positive,0.145,0.703,0.152,-0.2158,111,18
"RT @Ace__Bangtan: @imicharts @UMusicIndia @sonymusicindia @WarnerMusicIN @bts_twt on IMI chart 

#1 Butter
#8 dynamite 

Congratulations @b…","          _twt on imi chart 

#1 butter
#8 dynamite 

congratulations  …",0.0,0.0,positive,0.0,0.556,0.444,0.6808,72,10
@BangtanINDIA What is Indian IMI charts ? please can someone tell me ?,  what is indian imi charts ? please can someone tell me ?,0.0,0.0,positive,0.0,0.796,0.204,0.3182,58,12
"RT @SoldierNationF1: #IndianArmy #RememberingHeroes 

Once part of Indian Army family, always part of family. Army remains connected with f…"," #indianarmy #rememberingheroes 

once part of indian army family, always part of family. army remains connected with f…",0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,17
"RT @EnemySlayer24_7: I say again Jammu AFS attack was an ""ACT OF WAR"" .
We are waiting to see how Indian Govt. and army responds to it. 

I…"," i say again jammu afs attack was an ""act of war"" .
we are waiting to see how indian govt. and army responds to it. 

i…",0.0,0.0,negative,0.241,0.759,0.0,-0.7906,120,26
"RT @randm_indianguy: Here is the Video where he is disrespecting National Anthem and Abusing Indian Army 
@CPDelhi @DelhiPolice https://t.c…"," here is the video where he is disrespecting national anthem and abusing indian army 
     ",0.0,0.0,negative,0.188,0.812,0.0,-0.4588,91,14
@Pakke_Pendu Chicken just like your chicken Indian army ??. #GayHind! https://t.co/keOaZ1JIo8, _pendu chicken just like your chicken indian army ??. #gayhind!  ,-0.675,0.95,positive,0.0,0.763,0.237,0.4199,66,10
"RT @ShararatiS: Mohammad Hussian Wani, 55, does not know what the United Nations is. All he knows is that his son “disappeared from custody…"," mohammad hussian wani, 55, does not know what the united nations is. all he knows is that his son “disappeared from custody…",0.0,0.0,positive,0.0,0.882,0.118,0.4215,125,22
"@awasthis @ABPNews Petrol price hike is much big issue!
Army is there to solve pakistan issue..We trust indian army","    petrol price hike is much big issue!
army is there to solve pakistan issue..we trust indian army",0.0,0.1,positive,0.0,0.736,0.264,0.6588,100,17
RT @OfficialDGISPR: Indian troops initiated CFVs in Khuiratta Sector along #LOC. Pakistan army troops responded befittingly. Reports of hea…, indian troops initiated cfvs in khuiratta sector along #loc. pakistan army troops responded befittingly. reports of hea…,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,17
"RT @DostKhan_Jammu: Dear @rsprasad ,
If you are really Law Minister, 
Dismiss Delhi HC Judge Geetanjali Goel, who adjourned till July 2 ord…"," dear   ,
if you are really law minister, 
dismiss delhi hc judge geetanjali goel, who adjourned till july 2 ord…",0.2,0.2,positive,0.0,0.867,0.133,0.3818,113,20
Indian ARMY's hi. I’m part of an initiative that aims to provide underpriveleged women in India with sanitary kits… https://t.co/kbkXtTjhqr,indian army's hi. i’m part of an initiative that aims to provide underpriveleged women in india with sanitary kits…  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,19
@ShatrooAjaat @DeepikaSRajawat Abe suwar Indian army me kabhi Muslim regiment Tha hi nahi gufa chhap kuchh jankari… https://t.co/hh7cV3QZK3,    abe suwar indian army me kabhi muslim regiment tha hi nahi gufa chhap kuchh jankari…  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,90,15
@BTS_twt Just giving u guys what u deserve to!!?????lots of love from indian army BANGTHAN ??? https://t.co/vLDQaAUdSD, _twt just giving u guys what u deserve to!!?????lots of love from indian army bangthan ???  ,0.5,0.6,positive,0.0,0.626,0.374,0.8011,93,16
@Bol_Na_Bella Indian army, _na_bella indian army,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,3
"INDIAN ARMY SRWADA SHAKTISHALI...
JAY HIND KI SENA https://t.co/jGq0H7DZo0 https://t.co/0a6hK0cU4v","indian army srwada shaktishali...
jay hind ki sena    ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,54,8
"#JammuDroneAttack 

What is required at the preparation level? 

General VP Malik, Former Indian Army Chief shares… https://t.co/I1NUtZz2aw","#jammudroneattack 

what is required at the preparation level? 

general vp malik, former indian army chief shares…  ",0.02500000000000001,0.25,neutral,0.0,1.0,0.0,0.0,117,16
"@schaheid Sikh Contributes 15% of Indian Army. 
And Hindu, Sikh, Jain, Buddhist are all Sanatani Religion (Dharma)… https://t.co/M7I5D356x5","  sikh contributes 15% of indian army. 
and hindu, sikh, jain, buddhist are all sanatani religion (dharma)…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,109,16
"RT @dinesh_dir: @AdeelaK72460671 @IndiaToday Have you forgotten india fucked your armies in all the war....93,000 porikistan surrendered an…","     have you forgotten india fucked your armies in all the war....93,000 porikistan surrendered an…",-0.6,0.7,negative,0.344,0.656,0.0,-0.743,100,14
"RT @drapr007: There will be an armed conflict between India and China.
#Probability : 100%

Indian Army will create another history like In…"," there will be an armed conflict between india and china.
#probability : 100%

indian army will create another history like in…",0.0,0.0,positive,0.096,0.711,0.192,0.3182,127,21
@KingInAsgard Kyu pite ho itni dev,  kyu pite ho itni dev,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,5
"RT @KushargaT: History of today
If I become a human again, I will join the army and fight for the country, please come and see where Indian…"," history of today
if i become a human again, i will join the army and fight for the country, please come and see where indian…",0.0,0.1,positive,0.1,0.728,0.172,0.2263,126,25
"RT @OfChenab: Indian Army conducted ""SPENT A DAY IN COB"" camp at Talwara for the school children ....knowledge with fun and masti makes the…"," indian army conducted ""spent a day in cob"" camp at talwara for the school children ....knowledge with fun and masti makes the…",0.09999999999999999,0.15000000000000002,positive,0.0,0.858,0.142,0.5106,127,22
@akhileshsharma1 Send location to Indian Army you wl get Answer ? RunD TV ?,  send location to indian army you wl get answer ? rund tv ?,0.0,0.0,neutral,0.0,1.0,0.0,0.0,60,13
"@carin__fischer 800000 military person in Kashmir they didnt stop any attack , is Indian Army competent?"," __fischer 800000 military person in kashmir they didnt stop any attack , is indian army competent?",0.2,0.3833333333333333,positive,0.0,0.64,0.36,0.6948,99,16
@ttnmhttspr @Tim_Clif Feeling proud indian army,   _clif feeling proud indian army,0.8,1.0,positive,0.0,0.395,0.605,0.5574,34,5
Reason behind Increase terror activities in J&amp;K is extreme Chinese pressure on Pakistan to increase tension along L… https://t.co/vfpGeCsDZe,reason behind increase terror activities in j&amp;k is extreme chinese pressure on pakistan to increase tension along l…  ,-0.17500000000000002,0.5666666666666667,negative,0.31,0.51,0.18,-0.5106,122,18
RT @PulakeshiImmadi: Feeling proud Indian army??, feeling proud indian army??,0.8,1.0,positive,0.0,0.303,0.697,0.5574,28,4
"RT @_RadhikaReports: The Indian Armed Forces, with the strength of over 1.4 million active personnel, is the world's second-largest militar…"," the indian armed forces, with the strength of over 1.4 million active personnel, is the world's second-largest militar…",-0.13333333333333333,0.6,positive,0.0,0.731,0.269,0.7096,120,18
RT @n_it_ish19: This is ur service for ex-servicemen whose many generations have served and are still serving for Indian Army by suspending…, this is ur service for ex-servicemen whose many generations have served and are still serving for indian army by suspending…,0.5,0.5,neutral,0.0,1.0,0.0,0.0,125,20
@Thapar77Thapar Leading from the front... in the finest traditions of the Indian army ... following the Chetwode motto...,  leading from the front... in the finest traditions of the indian army ... following the chetwode motto...,0.0,0.1,neutral,0.0,1.0,0.0,0.0,107,17
RT @marknaruka: My Grandfather Captain Anoop Singh Ji Naruka. Served in WW2 for 7 years straight with Jodhpur Lancers and later in Indian a…, my grandfather captain anoop singh ji naruka. served in ww2 for 7 years straight with jodhpur lancers and later in indian a…,0.1,0.2,positive,0.0,0.913,0.087,0.2263,125,22
@imicharts @UMusicIndia @sonymusicindia @WarnerMusicIN Indian ARMY we are doing amazing! Let's target another week at #1,        indian army we are doing amazing! let's target another week at #1,0.7500000000000001,0.9,positive,0.0,0.729,0.271,0.6239,73,12
RT @vardhan08: Indian Army's Shatrujeet Brigade conducted an airborne exercise in Rajasthan yesterday to validate its Rapid Response Capabi…, indian army's shatrujeet brigade conducted an airborne exercise in rajasthan yesterday to validate its rapid response capabi…,0.0,0.0,positive,0.0,0.865,0.135,0.3612,126,17
"@GeneralBakshi Sir, in army lingo, the culprits require not words but bambooooos. With Indian Army there, we can’t feel defenceless.","  sir, in army lingo, the culprits require not words but bambooooos. with indian army there, we can’t feel defenceless.",0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,19
"RT @pakistan_untold: Pak Army Brigadier reminds Hindus - ""You only have India. We have 50 countries. In case of nuclear war, Hindu race wil…"," pak army brigadier reminds hindus - ""you only have india. we have 50 countries. in case of nuclear war, hindu race wil…",0.0,1.0,negative,0.163,0.837,0.0,-0.5994,120,22
RT @nrajabpcla: @u_sathyan @keeranl @GenPanwar @raj2jas @neerangautam @SoniaGurnani19 @JaganNKaushik @SortedEagle @tmmenon @KSMANN @Richa_A…,  _sathyan                    _a…,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,2
"RT @Khushi4justice: QC Harish Salve - A solicitor par excellence and a one man army. We are so very proud of you sir 

SSRians Proud Of Har…"," qc harish salve - a solicitor par excellence and a one man army. we are so very proud of you sir 

ssrians proud of har…",0.9,1.0,positive,0.0,0.624,0.376,0.9089,121,25
"@MajorPoonia @banasinghpvc Salute sir
Salute Indian Army
Love India 
Love defence forces 
Love defence minister
Lov… https://t.co/UKNrq2wwDW","    salute sir
salute indian army
love india 
love defence forces 
love defence minister
lov…  ",0.5,0.6,positive,0.0,0.369,0.631,0.9371,95,14
https://t.co/Cfy30tPG2S, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0,1,0
"Indian Army openly giving grounds for terrorist activities. Previously, they have also been involved in theft, stea… https://t.co/1OshlIjv99","indian army openly giving grounds for terrorist activities. previously, they have also been involved in theft, stea…  ",-0.08333333333333333,0.3333333333333333,negative,0.213,0.679,0.109,-0.5106,118,17
RT @ANI: Indian Army paid tributes to Rifleman Mandeep Singh Negi who was struck by a lightning bolt while deployed on a post located in hi…, indian army paid tributes to rifleman mandeep singh negi who was struck by a lightning bolt while deployed on a post located in hi…,0.0,0.0,negative,0.087,0.913,0.0,-0.25,132,24
@friddlecopper @iSuricati @HuXijin_GT Lol. Maoist are real terrorist. Faking death of pla? Pla death is more than 4… https://t.co/WBeL8QU1Oc,     _gt lol. maoist are real terrorist. faking death of pla? pla death is more than 4…  ,0.5,0.5,negative,0.526,0.378,0.096,-0.926,89,16
"@FaissalFarooq Indian army doing great job in Kashmir
army must kill all enemies","  indian army doing great job in kashmir
army must kill all enemies",0.8,0.75,negative,0.376,0.429,0.195,-0.5859,67,12
"@Amitabh39182780 @AIBoardPSF Bhai ap nahi karte hoge zyada tr Indian to Pakistan ko enemy consider krta hai 
Agar a… https://t.co/5i5mljl7ay","    bhai ap nahi karte hoge zyada tr indian to pakistan ko enemy consider krta hai 
agar a…  ",0.0,0.0,negative,0.179,0.821,0.0,-0.5423,93,17
"@leftofthepincer Quaid post in Siachen is now called Bana Post , it was captured by the Indian army on 26 June 87 ,… https://t.co/bwnI0MzCPt","  quaid post in siachen is now called bana post , it was captured by the indian army on 26 june 87 ,…  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0,103,22
@iSinghApurva Ya of corse like Indian Army ??????,  ya of corse like indian army ??????,0.0,0.0,positive,0.0,0.706,0.294,0.3612,37,7
????? ?? ???????? ?????? ?? ??? #DroneAttack ?? ??? #CSDBipinRawat ?? ??? ?? ?? ???? ?? ?? ?????? ??? ????? ?? ???… https://t.co/KsmoyHGZ1i,????? ?? ???????? ?????? ?? ??? #droneattack ?? ??? #csdbipinrawat ?? ??? ?? ?? ???? ?? ?? ?????? ??? ????? ?? ???…  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,22
"RT @ndtv: Young cadets from Kashmir join the J&amp;K regiment of the Indian army, 614 cadets felicitated by the reviewing officer

#JammuAndKas…"," young cadets from kashmir join the j&amp;k regiment of the indian army, 614 cadets felicitated by the reviewing officer

#jammuandkas…",0.1,0.4,positive,0.0,0.896,0.104,0.296,135,20
Did you know in 1965 China accused Indian army for stealing 800 sheep and 59 Yaks in the Sikkim border area. China… https://t.co/2B132dNDhS,did you know in 1965 china accused indian army for stealing 800 sheep and 59 yaks in the sikkim border area. china…  ,0.0,0.0,negative,0.228,0.772,0.0,-0.7096,117,22
